Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  500
Population Size              :  1000
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    109     91.774      6.334		0.31467949913026405 | 0.7323258087671446
 R  11 G 165    107     97.008      3.715		0.022232093380085804 | 0.003377354609387151

 R  11 G 166    109     97.012      3.629		0.022232093380085804 | 0.01

 R  11 G 167    111      96.91       3.62		0.022232093380085804 | 0.003377354609387151

 R  11 G 168    107     96.774      3.738		0.032232093380085806 | 0.003377354609387151

 R  11 G 169    107      96.95      3.677		0.022232093380085804 | 0.0

 R  11 G 170    109     96.782      3.729		0.022232093380085804 | 0.003377354609387151

 R  11 G 171    107      96.84      3.639		0.022232093380085804 | 0.01

 R  11 G 172    109     96.988      3.687		0.022232093380085804 | 0.003377354609387151

 R  11 G 173    107     96.898      3.641		0.012232093380085804 | 0.01

 R  11 G 174    109     96.862       3.67		0.032232093380085806 | 0.003377354609387151

 R  11 G 175    107      97.06      3.777		0.022232093380085804 | 0.0

 R  11 G 176    109     96.726      3.718		0.012232093380085804 | 0.01

 R  11 G 177    107     96.984      3.636		0.012232093380085804 | 0.01

 R  11 G 178    107     96.812      3.687		0.022232093380085804 | 0.0

 R  11 G 179    107     96.982      3.765		0.012232093380085804 | 0.01

 R  11 G 180    109     96.854      3.681		0.032232093380085806 | 0.0

 R  11 G 181    107     96.888      3.599		0.012232093380085804 | 0.003377354609387151

 R  11 G 182    109     96.958      3.734		0.032232093380085806 | 0.003377354609387151

 R  11 G 183    107      96.84      3.641		0.002232093380085804 | 0.0

 R  11 G 184    107      96.84      3.699		0.032232093380085806 | 0.013377354609387151

 R  11 G 185    109       97.0      3.809		0.04223209338008581 | 0.003377354609387151

 R  11 G 186    107     96.834       3.75		0.032232093380085806 | 0.0

 R  11 G 187    107     96.988      3.686		0.002232093380085804 | 0.01

 R  11 G 188    107     97.068      3.692		0.032232093380085806 | 0.0

 R  11 G 189    107     96.912      3.643		0.032232093380085806 | 0.003377354609387151

 R  11 G 190    107      96.93      3.638		0.032232093380085806 | 0.003377354609387151

 R  11 G 191    107     96.946      3.622		0.022232093380085804 | 0.013377354609387151

 R  11 G 192    107      96.64       3.65		0.022232093380085804 | 0.003377354609387151

 R  11 G 193    107     97.074      3.704		0.022232093380085804 | 0.0

 R  11 G 194    109     96.954      3.653		0.022232093380085804 | 0.01

 R  11 G 195    109     96.632      3.705		0.04223209338008581 | 0.013377354609387151

 R  11 G 196    107      96.81      3.667		0.022232093380085804 | 0.0

 R  11 G 197    109     96.948      3.758		0.022232093380085804 | 0.003377354609387151

 R  11 G 198    109     96.764      3.646		0.022232093380085804 | 0.003377354609387151

 R  11 G 199    109     96.644      3.737		0.032232093380085806 | 0.0

 R  11 G 200    107     96.616      3.711		0.032232093380085806 | 0.0

 R  11 G 201    107      96.68      3.615		0.022232093380085804 | 0.0

 R  11 G 202    107     96.852      3.658		0.022232093380085804 | 0.0

 R  11 G 203    107     96.876       3.75		0.032232093380085806 | 0.003377354609387151

 R  11 G 204    107     96.868      3.658		0.022232093380085804 | 0.0

 R  11 G 205    107     96.674      3.775		0.022232093380085804 | 0.013377354609387151

 R  11 G 206    109     96.694      3.815		0.032232093380085806 | 0.01

 R  11 G 207    109     96.952      3.805		0.022232093380085804 | 0.013377354609387151

 R  11 G 208    109     97.032       3.68		0.022232093380085804 | 0.01

 R  11 G 209    107      96.96      3.574		0.022232093380085804 | 0.0

 R  11 G 210    107     96.838      3.714		0.012232093380085804 | 0.02

 R  11 G 211    107     96.966      3.795		0.022232093380085804 | 0.01

 R  11 G 212    109      96.83      3.765		0.032232093380085806 | 0.01

 R  11 G 213    107     96.746       3.71		0.022232093380085804 | 0.01

 R  11 G 214    109     96.716      3.768		0.022232093380085804 | 0.01

 R  11 G 215    109     97.032      3.783		0.022232093380085804 | 0.01

 R  11 G 216    109     97.058      3.804		0.032232093380085806 | 0.0

 R  11 G 217    107     96.862      3.606		0.032232093380085806 | 0.0

 R  11 G 218    107     96.762      3.736		0.022232093380085804 | 0.01

 R  11 G 219    109     96.844      3.775		0.022232093380085804 | 0.013377354609387151

 R  11 G 220    109     96.842      3.712		0.022232093380085804 | 0.013377354609387151

 R  11 G 221    109     97.138      3.866		0.022232093380085804 | 0.01

 R  11 G 222    109      96.92      3.811		0.022232093380085804 | 0.01

 R  11 G 223    107     96.826      3.717		0.022232093380085804 | 0.013377354609387151

 R  11 G 224    107      96.94       3.66		0.022232093380085804 | 0.013377354609387151

 R  11 G 225    109     96.884      3.777		0.022232093380085804 | 0.013377354609387151

 R  11 G 226    107      96.95      3.657		0.032232093380085806 | 0.0

 R  11 G 227    107     96.812      3.604		0.022232093380085804 | 0.01

 R  11 G 228    107     97.012      3.757		0.022232093380085804 | 0.013377354609387151

 R  11 G 229    109     97.072      3.737		0.022232093380085804 | 0.01

 R  11 G 230    109     96.794      3.719		0.032232093380085806 | 0.013377354609387151

 R  11 G 231    107      96.87       3.63		0.022232093380085804 | 0.013377354609387151

 R  11 G 232    109      96.63      3.891		0.022232093380085804 | 0.013377354609387151

 R  11 G 233    111     96.858      3.758		0.022232093380085804 | 0.013377354609387151

 R  11 G 234    107     96.668      3.706		0.012232093380085804 | 0.013377354609387151

 R  11 G 235    109     96.982      3.844		0.04223209338008581 | 0.02

 R  11 G 236    109     96.928      3.697		0.022232093380085804 | 0.013377354609387151

 R  11 G 237    109     96.836      3.774		0.05223209338008581 | 0.01

 R  11 G 238    109     96.722      3.721		0.05223209338008581 | 0.01

 R  11 G 239    109     96.658      3.824		0.04223209338008581 | 0.01

 R  11 G 240    107     96.798      3.692		0.022232093380085804 | 0.01

 R  11 G 241    107     96.714      3.828		0.022232093380085804 | 0.013377354609387151

 R  11 G 242    107     96.866      3.619		0.022232093380085804 | 0.013377354609387151

 R  11 G 243    107     96.882      3.775		0.032232093380085806 | 0.01

 R  11 G 244    107       96.9      3.649		0.032232093380085806 | 0.0

 R  11 G 245    107     96.748      3.801		0.04223209338008581 | 0.01

 R  11 G 246    109     96.872      3.805		0.022232093380085804 | 0.01

 R  11 G 247    107     96.708      3.701		0.04223209338008581 | 0.01

 R  11 G 248    109      96.79      3.817		0.04223209338008581 | 0.01

 R  11 G 249    107     96.932      3.765		0.032232093380085806 | 0.01

 R  11 G 250    107      96.58      3.762		0.012232093380085804 | 0.01

 R  11 G 251    107     96.878       3.58		0.012232093380085804 | 0.02337735460938715

 R  11 G 252    107     96.806      3.655		0.012232093380085804 | 0.01

 R  11 G 253    107     97.114      3.742		0.032232093380085806 | 0.013377354609387151

 R  11 G 254    107     96.906      3.719		0.032232093380085806 | 0.013377354609387151

 R  11 G 255    107     96.936      3.671		0.032232093380085806 | 0.0

 R  11 G 256    107     96.938      3.742		0.012232093380085804 | 0.0

 R  11 G 257    109     96.764      3.841		0.012232093380085804 | 0.0

 R  11 G 258    107     96.898       3.75		0.012232093380085804 | 0.02337735460938715

 R  11 G 259    107     96.894      3.678		0.04223209338008581 | 0.0

 R  11 G 260    109     96.872      3.765		0.04223209338008581 | 0.0

 R  11 G 261    107     96.914      3.779		0.012232093380085804 | 0.0

 R  11 G 262    107      96.91      3.881		0.012232093380085804 | 0.02337735460938715

 R  11 G 263    109     96.882      3.713		0.032232093380085806 | 0.02

 R  11 G 264    107     97.036      3.777		0.012232093380085804 | 0.0

 R  11 G 265    107     97.072      3.697		0.012232093380085804 | 0.0

 R  11 G 266    107      97.06       3.65		0.012232093380085804 | 0.02337735460938715

 R  11 G 267    107     96.624      3.763		0.012232093380085804 | 0.02337735460938715

 R  11 G 268    107      96.81      3.784		0.022232093380085804 | 0.01

 R  11 G 269    107     96.948      3.681		0.002232093380085804 | 0.0

 R  11 G 270    107     96.926        3.8		0.022232093380085804 | 0.02337735460938715

 R  11 G 271    107     96.956      3.714		0.032232093380085806 | 0.0

 R  11 G 272    107      96.92      3.775		0.012232093380085804 | 0.02337735460938715

 R  11 G 273    111     96.848      3.572		0.032232093380085806 | 0.013377354609387151

 R  11 G 274    107     96.838      3.709		0.04223209338008581 | 0.0

 R  11 G 275    107     96.716       3.74		0.022232093380085804 | 0.01

 R  11 G 276    107     96.946       3.66		0.012232093380085804 | 0.02337735460938715

 R  11 G 277    107     96.866        3.7		0.032232093380085806 | 0.013377354609387151

 R  11 G 278    111     96.844      3.785		0.012232093380085804 | 0.02337735460938715

 R  11 G 279    107     96.838      3.594		0.012232093380085804 | 0.02337735460938715

 R  11 G 280    107      96.82      3.704		0.012232093380085804 | 0.02337735460938715

 R  11 G 281    107     96.978      3.626		0.012232093380085804 | 0.0

 R  11 G 282    109      96.95       3.69		0.032232093380085806 | 0.013377354609387151

 R  11 G 283    109     97.066      3.742		0.012232093380085804 | 0.0

 R  11 G 284    107     96.812      3.715		0.012232093380085804 | 0.02337735460938715

 R  11 G 285    111      97.11      3.596		0.012232093380085804 | 0.02337735460938715

 R  11 G 286    107      96.71      3.546		0.032232093380085806 | 0.013377354609387151

 R  11 G 287    107     96.702      3.568		0.012232093380085804 | 0.0

 R  11 G 288    107     97.078      3.782		0.012232093380085804 | 0.0

 R  11 G 289    109      96.93      3.537		0.022232093380085804 | 0.0

 R  11 G 290    109     96.838      3.621		0.04223209338008581 | 0.013377354609387151

 R  11 G 291    107     97.032      3.541		0.012232093380085804 | 0.013377354609387151

 R  11 G 292    107     96.976      3.703		0.022232093380085804 | 0.0

 R  11 G 293    107     96.676      3.695		0.032232093380085806 | 0.013377354609387151

 R  11 G 294    107     96.748      3.732		0.032232093380085806 | 0.013377354609387151

 R  11 G 295    107     96.878      3.537		0.012232093380085804 | 0.02337735460938715

 R  11 G 296    107     96.932      3.567		0.012232093380085804 | 0.0

 R  11 G 297    107     96.814      3.572		0.012232093380085804 | 0.0

 R  11 G 298    109     96.932      3.572		0.032232093380085806 | 0.013377354609387151

 R  11 G 299    107     96.812      3.687		0.032232093380085806 | 0.013377354609387151

 R  11 G 300    109      96.85       3.64		0.05223209338008581 | 0.013377354609387151

 R  11 G 301    107     96.862       3.52		0.022232093380085804 | 0.0

 R  11 G 302    107     96.876      3.776		0.032232093380085806 | 0.013377354609387151

 R  11 G 303    107       96.9      3.701		0.04223209338008581 | 0.01

 R  11 G 304    107     96.932      3.703		0.022232093380085804 | 0.01

 R  11 G 305    107     96.812       3.66		0.04223209338008581 | 0.0

 R  11 G 306    105     96.736      3.641		0.012232093380085804 | 0.0

 R  11 G 307    107     96.844      3.583		0.032232093380085806 | 0.013377354609387151

 R  11 G 308    107     96.926      3.612		0.032232093380085806 | 0.013377354609387151

 R  11 G 309    107     96.912       3.59		0.032232093380085806 | 0.013377354609387151

 R  11 G 310    107     96.798       3.59		0.04223209338008581 | 0.0

 R  11 G 311    107     96.846      3.697		0.032232093380085806 | 0.013377354609387151

 R  11 G 312    107     97.014      3.518		0.012232093380085804 | 0.0

 R  11 G 313    109      97.09      3.725		0.032232093380085806 | 0.013377354609387151

 R  11 G 314    107      96.84      3.477		0.01 | 0.0

 R  11 G 315    105     97.142      3.458		0.012232093380085804 | 0.0

 R  11 G 316    107      96.94      3.612		0.0 | 0.01

 R  11 G 317    107     96.864      3.671		0.032232093380085806 | 0.013377354609387151

 R  11 G 318    107     96.944      3.659		0.032232093380085806 | 0.013377354609387151

 R  11 G 319    109     96.946      3.456		0.032232093380085806 | 0.013377354609387151

 R  11 G 320    107     96.954      3.652		0.002232093380085804 | 0.0

 R  11 G 321    107     96.986      3.699		0.01 | 0.0

 R  11 G 322    107     96.912      3.559		0.012232093380085804 | 0.0

 R  11 G 323    109     97.036      3.675		0.012232093380085804 | 0.013377354609387151

 R  11 G 324    107     96.914      3.687		0.01 | 0.0

 R  11 G 325    109     97.006      3.702		0.032232093380085806 | 0.013377354609387151

 R  11 G 326    107     96.956       3.66		0.012232093380085804 | 0.013377354609387151

 R  11 G 327    105     96.954      3.586		0.012232093380085804 | 0.0

 R  11 G 328    109     96.928      3.634		0.022232093380085804 | 0.013377354609387151

 R  11 G 329    109     96.864      3.624		0.032232093380085806 | 0.013377354609387151

 R  11 G 330    107      96.85      3.589		0.022232093380085804 | 0.013377354609387151

 R  11 G 331    105     97.106      3.532		0.032232093380085806 | 0.0

 R  11 G 332    107     96.812      3.532		0.022232093380085804 | 0.013377354609387151

 R  11 G 333    107     97.012      3.703		0.01 | 0.0

 R  11 G 334    107     96.758      3.647		0.05223209338008581 | 0.013377354609387151

 R  11 G 335    107     96.802      3.648		0.012232093380085804 | 0.003377354609387151

 R  11 G 336    111      97.01      3.642		0.012232093380085804 | 0.013377354609387151

 R  11 G 337    107     96.864      3.501		0.05223209338008581 | 0.013377354609387151

 R  11 G 338    107      96.84      3.736		0.04223209338008581 | 0.013377354609387151

 R  11 G 339    105     96.812      3.692		0.012232093380085804 | 0.013377354609387151

 R  11 G 340    107     96.792      3.541		0.012232093380085804 | 0.003377354609387151

 R  11 G 341    107      96.91      3.613		0.02 | 0.0

 R  11 G 342    105     96.814      3.644		0.032232093380085806 | 0.013377354609387151

 R  11 G 343    107     96.982      3.525		0.032232093380085806 | 0.013377354609387151

 R  11 G 344    105     96.856      3.535		0.012232093380085804 | 0.0

 R  11 G 345    107      96.91      3.622		0.032232093380085806 | 0.013377354609387151

 R  11 G 346    107     96.924      3.544		0.01 | 0.0

 R  11 G 347    107     96.856      3.672		0.0 | 0.01

 R  11 G 348    107     97.112      3.688		0.02 | 0.0

 R  11 G 349    107     97.094      3.582		0.04223209338008581 | 0.013377354609387151

 R  11 G 350    109     96.966      3.654		0.04223209338008581 | 0.013377354609387151

 R  11 G 351    109     97.128      3.611		0.04223209338008581 | 0.013377354609387151

 R  11 G 352    113     96.892      3.702		0.04223209338008581 | 0.013377354609387151

 R  11 G 353    111     96.862      3.627		0.04223209338008581 | 0.013377354609387151

 R  11 G 354    107     97.024      3.623		0.032232093380085806 | 0.013377354609387151

 R  11 G 355    107     96.812      3.524		0.022232093380085804 | 0.013377354609387151

 R  11 G 356    107     96.842      3.679		0.012232093380085804 | 0.0

 R  11 G 357    107      97.16      3.569		0.0 | 0.01

 R  11 G 358    109      96.89      3.694		0.04223209338008581 | 0.013377354609387151

 R  11 G 359    107     96.962      3.667		0.04223209338008581 | 0.013377354609387151

 R  11 G 360    109     96.926       3.71		0.04223209338008581 | 0.013377354609387151

 R  11 G 361    111     96.954      3.757		0.04223209338008581 | 0.013377354609387151

 R  11 G 362    107     96.884      3.647		0.04223209338008581 | 0.013377354609387151

 R  11 G 363    109     96.904      3.668		0.04223209338008581 | 0.013377354609387151

 R  11 G 364    109     96.892      3.555		0.012232093380085804 | 0.0

 R  11 G 365    107     96.858      3.536		0.04223209338008581 | 0.02337735460938715

 R  11 G 366    111     96.866      3.734		0.032232093380085806 | 0.013377354609387151

 R  11 G 367    111     96.854      3.734		0.04223209338008581 | 0.02337735460938715

 R  11 G 368    109     96.878      3.661		0.02 | 0.0

 R  11 G 369    111     96.912      3.626		0.04223209338008581 | 0.013377354609387151

 R  11 G 370    109     97.066      3.693		0.04223209338008581 | 0.02337735460938715

 R  11 G 371    109     96.978      3.731		0.04223209338008581 | 0.02337735460938715

 R  11 G 372    109      96.76      3.679		0.04223209338008581 | 0.013377354609387151

 R  11 G 373    107     96.928      3.695		0.04223209338008581 | 0.013377354609387151
