Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  200
Population Size              :  200
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0   1496    1359.42      51.39		0.8706525965322613 | 0.13296164268902222
 R  27 G  63   1584     1546.6     15.724		1.0 | 0.32267766435567635

 R  27 G  64   1576    1549.02     11.605		1.0 | 0.33267766435567636

 R  27 G  65   1584     1547.9     12.473		1.0 | 0.32267766435567635

 R  27 G  66   1576     1546.9      14.68		1.0 | 0.33267766435567636

 R  27 G  67   1580    1549.66     12.523		1.0 | 0.33267766435567636

 R  27 G  68   1578    1548.93     11.963		1.0 | 0.32267766435567635

 R  27 G  69   1582    1547.97     12.562		1.0 | 0.33267766435567636

 R  27 G  70   1578    1548.76     11.361		1.0 | 0.33267766435567636

 R  27 G  71   1578    1549.74     12.819		1.0 | 0.32267766435567635

 R  27 G  72   1578    1546.39     17.134		1.0 | 0.32267766435567635

 R  27 G  73   1582     1549.0      12.63		1.0 | 0.33267766435567636

 R  27 G  74   1580    1547.94     13.843		1.0 | 0.33267766435567636

 R  27 G  75   1582    1549.15     12.203		1.0 | 0.32267766435567635

 R  27 G  76   1572    1547.85     11.818		1.0 | 0.33267766435567636

 R  27 G  77   1582    1549.85     14.219		1.0 | 0.33267766435567636

 R  27 G  78   1584    1549.12     11.627		1.0 | 0.33267766435567636

 R  27 G  79   1580    1547.94     13.114		1.0 | 0.33267766435567636

 R  27 G  80   1580    1548.58     12.164		1.0 | 0.33267766435567636

 R  27 G  81   1576    1547.93     12.276		1.0 | 0.33267766435567636

 R  27 G  82   1584    1546.91     14.723		1.0 | 0.33267766435567636

 R  27 G  83   1574    1550.17     11.439		1.0 | 0.32267766435567635

 R  27 G  84   1580    1547.84     14.656		1.0 | 0.33267766435567636

 R  27 G  85   1588    1548.93     13.245		1.0 | 0.33267766435567636

 R  27 G  86   1578    1546.71     13.097		1.0 | 0.33267766435567636

 R  27 G  87   1580    1548.31     12.055		1.0 | 0.33267766435567636

 R  27 G  88   1582    1547.74     13.498		1.0 | 0.33267766435567636

 R  27 G  89   1580    1547.59     16.157		1.0 | 0.33267766435567636

 R  27 G  90   1578     1547.0     13.402		1.0 | 0.33267766435567636

 R  27 G  91   1594    1548.67     12.999		1.0 | 0.33267766435567636

 R  27 G  92   1582    1547.81     13.007		1.0 | 0.33267766435567636

 R  27 G  93   1596     1547.9     12.865		1.0 | 0.33267766435567636

 R  27 G  94   1592    1546.88     14.513		1.0 | 0.33267766435567636

 R  27 G  95   1578     1549.4     12.295		1.0 | 0.33267766435567636

 R  27 G  96   1586    1549.11     13.283		1.0 | 0.33267766435567636

 R  27 G  97   1584    1549.32     13.607		1.0 | 0.33267766435567636

 R  27 G  98   1582    1549.23     12.744		1.0 | 0.33267766435567636

 R  27 G  99   1584    1548.91     12.775		1.0 | 0.33267766435567636

 R  27 G 100   1588    1548.97      12.05		1.0 | 0.33267766435567636

 R  27 G 101   1588    1547.27     12.629		1.0 | 0.33267766435567636

 R  27 G 102   1578     1547.4     12.092		1.0 | 0.33267766435567636

 R  27 G 103   1582    1547.56     13.768		1.0 | 0.33267766435567636

 R  27 G 104   1580    1547.28     16.643		1.0 | 0.33267766435567636

 R  27 G 105   1580    1547.95     12.902		1.0 | 0.33267766435567636

 R  27 G 106   1582    1547.73     11.871		1.0 | 0.33267766435567636

 R  27 G 107   1584    1548.07     12.388		1.0 | 0.33267766435567636

 R  27 G 108   1586    1546.88     12.287		1.0 | 0.33267766435567636

 R  27 G 109   1588    1548.89      12.45		1.0 | 0.33267766435567636

 R  27 G 110   1578    1548.25     12.812		1.0 | 0.33267766435567636

 R  27 G 111   1576    1548.14     12.442		1.0 | 0.33267766435567636

 R  27 G 112   1582    1546.35     11.839		1.0 | 0.33267766435567636

 R  27 G 113   1576    1547.88     12.429		1.0 | 0.33267766435567636

 R  27 G 114   1580    1548.35     12.259		1.0 | 0.33267766435567636

 R  27 G 115   1576    1545.97     12.343		1.0 | 0.33267766435567636

 R  27 G 116   1582    1547.03     12.378		1.0 | 0.33267766435567636

 R  27 G 117   1580    1548.13     11.537		1.0 | 0.33267766435567636

 R  27 G 118   1588    1548.03     12.836		1.0 | 0.33267766435567636

 R  27 G 119   1582    1546.76     15.482		1.0 | 0.33267766435567636

 R  27 G 120   1588    1547.86     15.451		1.0 | 0.33267766435567636

 R  27 G 121   1576    1545.47      15.48		1.0 | 0.33267766435567636

 R  27 G 122   1586    1548.76     12.493		1.0 | 0.33267766435567636

 R  27 G 123   1580    1548.23     12.477		1.0 | 0.33267766435567636

 R  27 G 124   1574    1546.77     11.846		1.0 | 0.33267766435567636

 R  27 G 125   1576    1547.47     12.287		1.0 | 0.33267766435567636

 R  27 G 126   1572    1546.37     12.268		1.0 | 0.33267766435567636

 R  27 G 127   1580    1547.69     11.746		1.0 | 0.33267766435567636

 R  27 G 128   1580    1546.91     14.537		1.0 | 0.34267766435567637

 R  27 G 129   1578     1548.7     12.434		1.0 | 0.33267766435567636

 R  27 G 130   1580    1547.85     13.501		1.0 | 0.33267766435567636

 R  27 G 131   1586    1548.78     12.764		1.0 | 0.33267766435567636

 R  27 G 132   1580    1547.68     12.618		1.0 | 0.33267766435567636

 R  27 G 133   1578     1550.7     12.088		1.0 | 0.33267766435567636

 R  27 G 134   1576    1546.82     11.631		1.0 | 0.33267766435567636

 R  27 G 135   1582    1548.45     12.207		1.0 | 0.33267766435567636

 R  27 G 136   1578    1547.69     12.589		1.0 | 0.33267766435567636

 R  27 G 137   1576    1548.91     12.579		1.0 | 0.33267766435567636

 R  27 G 138   1584    1548.53       12.2		1.0 | 0.34267766435567637

 R  27 G 139   1580    1547.09     12.726		1.0 | 0.33267766435567636

 R  27 G 140   1586    1547.74     12.757		1.0 | 0.32267766435567635

 R  27 G 141   1576    1547.09     12.215		1.0 | 0.32267766435567635

 R  27 G 142   1580    1549.79     11.908		1.0 | 0.32267766435567635

 R  27 G 143   1578     1549.5     11.317		1.0 | 0.32267766435567635

 R  27 G 144   1582    1548.51     12.545		1.0 | 0.33267766435567636

 R  27 G 145   1582    1547.16     12.681		1.0 | 0.33267766435567636

 R  27 G 146   1574     1547.4     12.025		1.0 | 0.32267766435567635

 R  27 G 147   1578    1548.98     12.965		1.0 | 0.34267766435567637

 R  27 G 148   1578    1547.45     11.294		1.0 | 0.33267766435567636

 R  27 G 149   1578    1547.84     14.768		1.0 | 0.32267766435567635

 R  27 G 150   1576    1548.12     12.546		1.0 | 0.33267766435567636

 R  27 G 151   1584    1548.52     13.258		1.0 | 0.33267766435567636

 R  27 G 152   1580    1548.96     12.022		1.0 | 0.32267766435567635

 R  27 G 153   1584    1547.45     16.094		1.0 | 0.32267766435567635

 R  27 G 154   1580    1550.06     12.343		1.0 | 0.32267766435567635

 R  27 G 155   1584    1550.39       12.8		1.0 | 0.32267766435567635

 R  27 G 156   1584    1547.74     12.469		1.0 | 0.33267766435567636

 R  27 G 157   1580    1548.46     13.882		1.0 | 0.32267766435567635

 R  27 G 158   1584    1548.57     14.644		1.0 | 0.32267766435567635

 R  27 G 159   1584    1548.54     15.399		1.0 | 0.32267766435567635

 R  27 G 160   1582    1549.33     13.649		1.0 | 0.32267766435567635

 R  27 G 161   1582    1546.87     14.364		1.0 | 0.32267766435567635

 R  27 G 162   1578    1546.08     17.619		1.0 | 0.32267766435567635

 R  27 G 163   1586    1548.04     14.243		1.0 | 0.32267766435567635

 R  27 G 164   1576    1549.03     12.072		1.0 | 0.32267766435567635

 R  27 G 165   1574    1548.02     13.042		1.0 | 0.32267766435567635

 R  27 G 166   1586    1548.78     13.415		1.0 | 0.32267766435567635

 R  27 G 167   1576     1550.7     11.299		1.0 | 0.32267766435567635

 R  27 G 168   1576    1549.81     11.628		1.0 | 0.32267766435567635

 R  27 G 169   1578    1546.25     18.654		1.0 | 0.32267766435567635

 R  27 G 170   1580     1548.0      19.38		1.0 | 0.33267766435567636

 R  27 G 171   1584    1548.32     18.806		0.99 | 0.32267766435567635

 R  27 G 172   1592    1550.06     14.753		1.0 | 0.32267766435567635

 R  27 G 173   1578    1547.24     18.734		1.0 | 0.32267766435567635

 R  27 G 174   1574     1548.0     14.421		1.0 | 0.32267766435567635

 R  27 G 175   1576    1548.22     12.108		1.0 | 0.32267766435567635

 R  27 G 176   1578    1549.47     13.093		1.0 | 0.32267766435567635

 R  27 G 177   1584     1551.1     12.184		1.0 | 0.32267766435567635

 R  27 G 178   1586    1549.86     12.054		1.0 | 0.32267766435567635

 R  27 G 179   1582    1550.39     11.752		1.0 | 0.32267766435567635

 R  27 G 180   1578     1550.1     12.914		1.0 | 0.32267766435567635

 R  27 G 181   1586     1549.3     12.891		1.0 | 0.31267766435567634

 R  27 G 182   1594    1551.19     13.191		1.0 | 0.32267766435567635

 R  27 G 183   1594    1550.27     14.816		1.0 | 0.32267766435567635

 R  27 G 184   1586    1550.04     11.534		1.0 | 0.32267766435567635

 R  27 G 185   1574    1549.41     13.995		1.0 | 0.31267766435567634

 R  27 G 186   1580     1551.1     12.095		1.0 | 0.31267766435567634

 R  27 G 187   1586    1547.62     18.651		1.0 | 0.32267766435567635

 R  27 G 188   1586    1548.99     16.211		1.0 | 0.32267766435567635

 R  27 G 189   1578    1550.44     11.645		1.0 | 0.31267766435567634

 R  27 G 190   1582    1550.57     11.263		1.0 | 0.32267766435567635

 R  27 G 191   1578    1549.07     13.014		1.0 | 0.31267766435567634

 R  27 G 192   1578    1549.13     12.621		1.0 | 0.32267766435567635

 R  27 G 193   1580    1550.08     12.413		1.0 | 0.32267766435567635

 R  27 G 194   1596    1551.71     13.944		1.0 | 0.32267766435567635

 R  27 G 195   1590    1550.61     13.925		1.0 | 0.31267766435567634

 R  27 G 196   1574     1550.3     13.367		1.0 | 0.31267766435567634

 R  27 G 197   1592    1550.75     12.488		1.0 | 0.31267766435567634

 R  27 G 198   1580    1549.19     13.419		1.0 | 0.31267766435567634

 R  27 G 199   1582    1550.33     11.998		1.0 | 0.32267766435567635

27    11        1.0########### RawFitness
           0          0         1602

 R  28 G   0   1518    1355.79     49.085		0.9714272631803371 | 0.7917737654008546

 R  28 G   1   1532     1378.0     49.823		0.9115830835269059 | 0.4622088231132162

 R  28 G   2   1538     1395.5     45.383		0.9716493060115552 | 0.3234766404453875

 R  28 G   3   1582    1420.18     55.962		0.9716493060115552 | 0.3234766404453875

 R  28 G   4   1564    1437.77     57.148		0.9716493060115552 | 0.3234766404453875

 R  28 G   5   1572    1458.23     56.021		0.9716493060115552 | 0.3234766404453875

 R  28 G   6   1572     1458.3      55.86		0.9716493060115552 | 0.3234766404453875

 R  28 G   7   1582    1471.17      53.32		0.9716493060115552 | 0.3234766404453875

 R  28 G   8   1564    1474.45     53.872		0.9716493060115552 | 0.3234766404453875

 R  28 G   9   1574    1474.23     52.585		0.9716493060115552 | 0.3234766404453875

 R  28 G  10   1582    1465.55     50.758		0.9716493060115552 | 0.3234766404453875

 R  28 G  11   1578    1477.19      53.31		0.9716493060115552 | 0.3234766404453875

 R  28 G  12   1584    1474.63     54.564		0.9716493060115552 | 0.3234766404453875

 R  28 G  13   1584    1476.85     50.217		0.9716493060115552 | 0.3234766404453875

 R  28 G  14   1578    1478.23     50.157		0.9716493060115552 | 0.3234766404453875

 R  28 G  15   1572    1485.12     49.097		0.9716493060115552 | 0.3234766404453875

 R  28 G  16   1580    1472.59     48.801		0.9716493060115552 | 0.3234766404453875

 R  28 G  17   1566    1481.49     48.763		0.9716493060115552 | 0.3234766404453875

 R  28 G  18   1576    1479.53     50.067		0.9716493060115552 | 0.3234766404453875

 R  28 G  19   1564    1477.54     48.228		0.9716493060115552 | 0.3234766404453875

 R  28 G  20   1574     1482.7     50.266		0.9716493060115552 | 0.3234766404453875

 R  28 G  21   1572    1479.37     47.854		0.9716493060115552 | 0.3234766404453875

 R  28 G  22   1578    1482.17     46.777		0.9716493060115552 | 0.3234766404453875

 R  28 G  23   1580    1481.78     47.775		0.9816493060115552 | 0.3234766404453875

 R  28 G  24   1584    1485.43     49.944		0.9816493060115552 | 0.3234766404453875

 R  28 G  25   1574    1480.65     49.311		0.9816493060115552 | 0.3234766404453875

 R  28 G  26   1576    1482.91     53.936		0.9816493060115552 | 0.3234766404453875

 R  28 G  27   1584     1497.2      48.06		0.9816493060115552 | 0.3234766404453875

 R  28 G  28   1574    1494.03     50.944		0.9716493060115552 | 0.3234766404453875

 R  28 G  29   1572    1502.21     47.434		0.9816493060115552 | 0.3234766404453875

 R  28 G  30   1576    1496.62     49.882		0.9816493060115552 | 0.3234766404453875

 R  28 G  31   1576    1495.69     51.122		0.9816493060115552 | 0.3234766404453875

 R  28 G  32   1574     1494.9     49.542		0.9916493060115552 | 0.3234766404453875

 R  28 G  33   1568    1493.12     50.384		0.9816493060115552 | 0.3234766404453875

 R  28 G  34   1582    1494.11     51.324		0.9916493060115552 | 0.3234766404453875

 R  28 G  35   1578    1501.46     52.794		0.9916493060115552 | 0.3234766404453875

 R  28 G  36   1586     1510.8      46.95		0.9916493060115552 | 0.3234766404453875

 R  28 G  37   1572    1509.24     47.837		0.9916493060115552 | 0.3234766404453875

 R  28 G  38   1576    1518.61     44.297		0.9916493060115552 | 0.3234766404453875

 R  28 G  39   1572    1511.99     46.687		0.9816493060115552 | 0.3234766404453875

 R  28 G  40   1580    1510.46      48.91		1.0 | 0.3234766404453875

 R  28 G  41   1576    1510.59     46.644		0.9916493060115552 | 0.3234766404453875

 R  28 G  42   1582    1511.68     49.158		1.0 | 0.3234766404453875

 R  28 G  43   1582    1516.46     49.281		0.9916493060115552 | 0.3134766404453875

 R  28 G  44   1578    1516.28     45.071		0.9916493060115552 | 0.3234766404453875

 R  28 G  45   1586    1531.45     35.967		0.9916493060115552 | 0.3234766404453875

 R  28 G  46   1598     1522.5     40.453		0.9916493060115552 | 0.3134766404453875

 R  28 G  47   1590    1536.28     34.125		0.9916493060115552 | 0.3234766404453875

 R  28 G  48   1582    1530.03     39.905		1.0 | 0.3234766404453875

 R  28 G  49   1578    1537.73     33.998		1.0 | 0.3234766404453875

 R  28 G  50   1590    1541.72     28.703		0.9916493060115552 | 0.3134766404453875

 R  28 G  51   1584    1539.48     30.372		0.9916493060115552 | 0.3234766404453875

 R  28 G  52   1582    1545.27     23.618		1.0 | 0.3234766404453875

 R  28 G  53   1588    1546.63     23.869		1.0 | 0.3234766404453875

 R  28 G  54   1584    1548.38     17.793		1.0 | 0.3134766404453875

 R  28 G  55   1586    1547.86     18.055		1.0 | 0.3234766404453875

 R  28 G  56   1586    1550.15     12.848		1.0 | 0.3234766404453875

 R  28 G  57   1584    1546.38     16.061		1.0 | 0.3234766404453875

 R  28 G  58   1584     1549.6     15.751		1.0 | 0.3234766404453875

 R  28 G  59   1576    1549.78     12.419		1.0 | 0.3134766404453875

 R  28 G  60   1580    1550.12     11.937		1.0 | 0.3234766404453875

 R  28 G  61   1586    1547.65     12.682		1.0 | 0.3234766404453875

 R  28 G  62   1590    1550.02     12.454		1.0 | 0.3134766404453875

 R  28 G  63   1580    1549.25     12.993		1.0 | 0.3134766404453875

 R  28 G  64   1596     1551.3     14.732		1.0 | 0.3134766404453875

 R  28 G  65   1582    1549.28     13.625		1.0 | 0.3134766404453875

 R  28 G  66   1602    1549.91     13.915		1.0 | 0.3134766404453875

 R  28 G  67   1586    1550.35     12.411		1.0 | 0.3134766404453875

 R  28 G  68   1576    1550.02     18.781		1.0 | 0.30347664044538747

 R  28 G  69   1584    1549.81      15.77		1.0 | 0.3134766404453875

 R  28 G  70   1584    1550.75      12.48		1.0 | 0.3234766404453875

 R  28 G  71   1580    1550.81     17.294		1.0 | 0.3134766404453875

 R  28 G  72   1590    1550.24     16.164		1.0 | 0.30347664044538747

 R  28 G  73   1588    1550.67     13.759		1.0 | 0.3134766404453875

 R  28 G  74   1576    1548.77     12.891		1.0 | 0.3134766404453875

 R  28 G  75   1582    1550.92     14.487		1.0 | 0.3134766404453875

 R  28 G  76   1592    1551.63     14.182		1.0 | 0.3134766404453875

 R  28 G  77   1580    1551.92     13.195		1.0 | 0.3134766404453875

 R  28 G  78   1578    1550.39     12.677		1.0 | 0.3134766404453875

 R  28 G  79   1590    1551.53     12.549		1.0 | 0.3134766404453875

 R  28 G  80   1578    1550.66     12.095		1.0 | 0.3134766404453875

 R  28 G  81   1582    1550.78      12.05		1.0 | 0.3134766404453875

 R  28 G  82   1582    1550.77     12.297		1.0 | 0.3134766404453875

 R  28 G  83   1580    1550.77     10.948		1.0 | 0.3134766404453875

 R  28 G  84   1578    1551.62     15.044		1.0 | 0.3134766404453875

 R  28 G  85   1590    1552.04     12.972		1.0 | 0.3134766404453875

 R  28 G  86   1588    1549.75     12.352		1.0 | 0.3134766404453875

 R  28 G  87   1588     1551.2     12.224		1.0 | 0.3134766404453875

 R  28 G  88   1584     1550.4     15.339		1.0 | 0.3134766404453875

 R  28 G  89   1586    1550.96      12.98		1.0 | 0.30347664044538747

 R  28 G  90   1590    1551.07      13.59		1.0 | 0.3134766404453875

 R  28 G  91   1586    1550.42     13.101		1.0 | 0.30347664044538747

 R  28 G  92   1586    1549.81     13.854		1.0 | 0.3134766404453875

 R  28 G  93   1586    1551.73     12.414		1.0 | 0.3134766404453875

 R  28 G  94   1580    1551.91      14.45		1.0 | 0.3134766404453875

 R  28 G  95   1586    1550.42     12.422		1.0 | 0.30347664044538747

 R  28 G  96   1580    1551.23     11.861		1.0 | 0.30347664044538747

 R  28 G  97   1588    1550.44     12.173		1.0 | 0.3134766404453875

 R  28 G  98   1576     1552.0      11.18		1.0 | 0.3134766404453875

 R  28 G  99   1582    1550.76     12.468		1.0 | 0.30347664044538747

 R  28 G 100   1578    1550.72     14.693		1.0 | 0.3134766404453875

 R  28 G 101   1584    1550.49     15.727		1.0 | 0.30347664044538747

 R  28 G 102   1580    1548.64     20.119		1.0 | 0.3134766404453875

 R  28 G 103   1578    1551.13     16.623		1.0 | 0.3134766404453875

 R  28 G 104   1586    1549.63     17.424		1.0 | 0.30347664044538747

 R  28 G 105   1582    1551.26     13.948		1.0 | 0.29347664044538746

 R  28 G 106   1584    1550.18     17.379		1.0 | 0.28347664044538745

 R  28 G 107   1580    1550.62     12.424		1.0 | 0.30347664044538747

 R  28 G 108   1592    1551.48     15.715		1.0 | 0.3134766404453875

 R  28 G 109   1578    1549.57     21.584		1.0 | 0.3134766404453875

 R  28 G 110   1592    1553.36     14.713		1.0 | 0.30347664044538747

 R  28 G 111   1588    1551.39     15.893		1.0 | 0.29347664044538746

 R  28 G 112   1592    1551.67     15.643		1.0 | 0.30347664044538747

 R  28 G 113   1588    1554.52     11.642		1.0 | 0.29347664044538746

 R  28 G 114   1578    1551.41     16.788		1.0 | 0.30347664044538747

 R  28 G 115   1594    1554.37     11.427		1.0 | 0.30347664044538747

 R  28 G 116   1578    1552.36     14.098		1.0 | 0.29347664044538746
