Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  100
Generations per Run          :  100
Population Size              :  100
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  4
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.1
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    348     205.64     73.431		0.10070556186895041 | 0.06107305562731147
 R  87 G  34    324     209.22     72.133		0.446540270550419 | 0.542050528844439

 R  87 G  35    318     204.58     75.864		0.436540270550419 | 0.542050528844439

 R  87 G  36    318     214.92     67.495		0.446540270550419 | 0.522050528844439

 R  87 G  37    324      206.6     70.362		0.446540270550419 | 0.522050528844439

 R  87 G  38    316      200.1     69.201		0.436540270550419 | 0.522050528844439

 R  87 G  39    330     213.86     66.244		0.426540270550419 | 0.522050528844439

 R  87 G  40    326     211.62     68.114		0.436540270550419 | 0.522050528844439

 R  87 G  41    310      204.6     66.677		0.446540270550419 | 0.5520505288444391

 R  87 G  42    318     204.44      69.89		0.416540270550419 | 0.532050528844439

 R  87 G  43    320     217.14     65.134		0.446540270550419 | 0.532050528844439

 R  87 G  44    316     214.52     66.864		0.436540270550419 | 0.522050528844439

 R  87 G  45    320     201.76     73.498		0.426540270550419 | 0.532050528844439

 R  87 G  46    320     213.88     63.269		0.436540270550419 | 0.532050528844439

 R  87 G  47    318     204.26     70.503		0.436540270550419 | 0.532050528844439

 R  87 G  48    316      210.7     69.877		0.436540270550419 | 0.532050528844439

 R  87 G  49    320     211.38     72.761		0.446540270550419 | 0.532050528844439

 R  87 G  50    326     216.76     64.084		0.416540270550419 | 0.522050528844439

 R  87 G  51    326     208.84     69.684		0.416540270550419 | 0.5520505288444391

 R  87 G  52    316      215.3     66.457		0.416540270550419 | 0.5520505288444391

 R  87 G  53    316     210.82     70.101		0.40654027055041897 | 0.5520505288444391

 R  87 G  54    322     212.34     70.842		0.446540270550419 | 0.5520505288444391

 R  87 G  55    314     205.88     67.329		0.456540270550419 | 0.542050528844439

 R  87 G  56    320     209.76     73.122		0.47654027055041903 | 0.532050528844439

 R  87 G  57    326     199.64     76.257		0.456540270550419 | 0.542050528844439

 R  87 G  58    324     215.92     75.229		0.39654027055041896 | 0.5520505288444391

 R  87 G  59    320     224.82     67.109		0.436540270550419 | 0.512050528844439

 R  87 G  60    314     205.42     65.928		0.456540270550419 | 0.542050528844439

 R  87 G  61    316     204.14     72.769		0.456540270550419 | 0.532050528844439

 R  87 G  62    312      214.0      69.51		0.436540270550419 | 0.522050528844439

 R  87 G  63    318     218.94     66.766		0.40654027055041897 | 0.5520505288444391

 R  87 G  64    316     201.64     73.366		0.456540270550419 | 0.542050528844439

 R  87 G  65    314     216.92     67.429		0.456540270550419 | 0.5720505288444391

 R  87 G  66    314     216.72     66.449		0.456540270550419 | 0.532050528844439

 R  87 G  67    316     198.66     69.567		0.456540270550419 | 0.5720505288444391

 R  87 G  68    318      226.4     65.555		0.456540270550419 | 0.5620505288444391

 R  87 G  69    316     215.66     68.018		0.446540270550419 | 0.522050528844439

 R  87 G  70    318     210.92     74.886		0.446540270550419 | 0.512050528844439

 R  87 G  71    326     204.98     73.853		0.446540270550419 | 0.522050528844439

 R  87 G  72    318     204.08     66.868		0.446540270550419 | 0.522050528844439

 R  87 G  73    316     220.12      59.67		0.446540270550419 | 0.522050528844439

 R  87 G  74    316     210.46     71.674		0.446540270550419 | 0.522050528844439

 R  87 G  75    320     210.72     64.161		0.47654027055041903 | 0.512050528844439

 R  87 G  76    316      219.4     69.115		0.436540270550419 | 0.522050528844439

 R  87 G  77    318      208.6      61.16		0.466540270550419 | 0.522050528844439

 R  87 G  78    318     205.34     63.788		0.446540270550419 | 0.522050528844439

 R  87 G  79    320     212.56     69.644		0.436540270550419 | 0.522050528844439

 R  87 G  80    316      197.9     72.693		0.446540270550419 | 0.522050528844439

 R  87 G  81    316     208.54     68.843		0.446540270550419 | 0.512050528844439

 R  87 G  82    326     220.86     61.518		0.436540270550419 | 0.532050528844439

 R  87 G  83    314     212.74     68.708		0.436540270550419 | 0.532050528844439

 R  87 G  84    322     211.58     73.629		0.426540270550419 | 0.532050528844439

 R  87 G  85    322     225.48     70.736		0.436540270550419 | 0.522050528844439

 R  87 G  86    320     203.72     72.881		0.436540270550419 | 0.522050528844439

 R  87 G  87    324     217.18     67.663		0.436540270550419 | 0.512050528844439

 R  87 G  88    318     211.42     72.421		0.426540270550419 | 0.522050528844439

 R  87 G  89    318     203.96     73.795		0.416540270550419 | 0.522050528844439

 R  87 G  90    318     213.22     66.909		0.426540270550419 | 0.522050528844439

 R  87 G  91    318     213.32     75.229		0.446540270550419 | 0.522050528844439

 R  87 G  92    318     195.24      75.51		0.436540270550419 | 0.522050528844439

 R  87 G  93    324      207.9     70.353		0.446540270550419 | 0.532050528844439

 R  87 G  94    318     210.28     69.851		0.466540270550419 | 0.5620505288444391

 R  87 G  95    314     211.12     66.423		0.426540270550419 | 0.532050528844439

 R  87 G  96    328     212.78     72.838		0.436540270550419 | 0.532050528844439

 R  87 G  97    316      209.2     69.369		0.436540270550419 | 0.512050528844439

 R  87 G  98    320     210.58     70.569		0.426540270550419 | 0.532050528844439

 R  87 G  99    326     211.72     75.234		0.416540270550419 | 0.532050528844439

87     0###################### RawFitness
           0          0          350

 R  88 G   0    348      199.8     68.105		0.0498810291141466 | 0.48146091547833947

 R  88 G   1    344     215.64     70.519		0.08257670275533002 | 0.2894010916921568

 R  88 G   2    346     214.94     72.206		0.07257670275533003 | 0.2894010916921568

 R  88 G   3    328     208.26      68.64		0.2725254897542072 | 0.15781586646218815

 R  88 G   4    338     197.62     76.454		0.07257670275533003 | 0.2894010916921568

 R  88 G   5    344     193.78     68.155		0.07257670275533003 | 0.2894010916921568

 R  88 G   6    344     197.84     75.193		0.07257670275533003 | 0.2994010916921568

 R  88 G   7    344      218.8     68.829		0.06257670275533003 | 0.2994010916921568

 R  88 G   8    342     201.62     83.871		0.07257670275533003 | 0.2894010916921568

 R  88 G   9    340      200.4     73.966		0.07257670275533003 | 0.2894010916921568

 R  88 G  10    350     199.18      72.75		0.07257670275533003 | 0.2894010916921568

 R  88 G  11    324     190.08     78.906		0.3468580572444592 | 0.9988287598411013

 R  88 G  12    306      204.4     68.952		0.3468580572444592 | 0.9988287598411013

 R  88 G  13    304     200.04     74.544		0.6254362862875963 | 0.46107800277777133

 R  88 G  14    308     212.26      70.64		0.3468580572444592 | 0.9988287598411013

 R  88 G  15    316      203.5     78.914		0.33685805724445916 | 0.9988287598411013

 R  88 G  16    326     213.38     66.721		0.3468580572444592 | 0.9988287598411013

 R  88 G  17    330     201.72     70.564		0.33685805724445916 | 0.9888287598411013

 R  88 G  18    314     188.36     75.512		0.3468580572444592 | 0.9888287598411013

 R  88 G  19    322     218.88     69.033		0.3468580572444592 | 0.9888287598411013

 R  88 G  20    326     206.66     76.461		0.3468580572444592 | 0.9888287598411013

 R  88 G  21    322     200.56     79.464		0.3668580572444592 | 0.9888287598411013

 R  88 G  22    326     215.84     76.194		0.3468580572444592 | 0.9788287598411013

 R  88 G  23    328     211.84     73.736		0.3468580572444592 | 0.9988287598411013

 R  88 G  24    326     208.14     81.803		0.3468580572444592 | 0.9988287598411013

 R  88 G  25    326      187.3     80.733		0.3468580572444592 | 0.9988287598411013

 R  88 G  26    320     212.76     76.872		0.3468580572444592 | 1.0

 R  88 G  27    326     213.78     82.427		0.3468580572444592 | 1.0

 R  88 G  28    324     212.18     75.114		0.3668580572444592 | 1.0

 R  88 G  29    322     193.58     79.777		0.3468580572444592 | 1.0

 R  88 G  30    320     216.68     77.991		0.3468580572444592 | 1.0

 R  88 G  31    322     215.24     65.389		0.3468580572444592 | 1.0

 R  88 G  32    324     207.72      72.34		0.3668580572444592 | 1.0

 R  88 G  33    318     208.16      70.55		0.3668580572444592 | 1.0

 R  88 G  34    326     198.38      77.57		0.3668580572444592 | 1.0

 R  88 G  35    318     207.12     79.858		0.3668580572444592 | 1.0

 R  88 G  36    322     229.32     69.659		0.3668580572444592 | 1.0

 R  88 G  37    320     208.92     76.346		0.3668580572444592 | 1.0

 R  88 G  38    328      215.9     79.632		0.3768580572444592 | 1.0

 R  88 G  39    324      205.4     81.862		0.3768580572444592 | 1.0

 R  88 G  40    320     209.92     79.995		0.3668580572444592 | 1.0

 R  88 G  41    330     205.98     85.377		0.3768580572444592 | 1.0

 R  88 G  42    328      185.1     90.584		0.3768580572444592 | 1.0

 R  88 G  43    320     189.14     82.737		0.3768580572444592 | 1.0

 R  88 G  44    326     204.12     83.302		0.3768580572444592 | 0.99

 R  88 G  45    318     207.44      79.09		0.3668580572444592 | 1.0

 R  88 G  46    318     190.04     87.864		0.3568580572444592 | 1.0

 R  88 G  47    324     200.16     85.506		0.3568580572444592 | 1.0

 R  88 G  48    328      209.7     92.265		0.3768580572444592 | 0.99

 R  88 G  49    324     206.52     86.508		0.3568580572444592 | 1.0

 R  88 G  50    324      189.5     90.702		0.3568580572444592 | 1.0

 R  88 G  51    334      215.4     82.322		0.3568580572444592 | 1.0

 R  88 G  52    332     200.06     92.316		0.3568580572444592 | 1.0

 R  88 G  53    328      194.2     90.906		0.3668580572444592 | 1.0

 R  88 G  54    320     205.18     82.276		0.3768580572444592 | 1.0

 R  88 G  55    324     208.52     86.782		0.3768580572444592 | 0.99

 R  88 G  56    324      199.0     90.652		0.3768580572444592 | 0.99

 R  88 G  57    326     200.78     89.677		0.3468580572444592 | 0.99

 R  88 G  58    324      204.7      79.08		0.3868580572444592 | 0.99

 R  88 G  59    326     204.26     88.576		0.3668580572444592 | 0.99

 R  88 G  60    324     218.38     82.619		0.33685805724445916 | 0.98

 R  88 G  61    328     206.02     87.489		0.33685805724445916 | 0.98

 R  88 G  62    326     200.24     84.505		0.3668580572444592 | 0.99

 R  88 G  63    332      207.7     81.415		0.33685805724445916 | 1.0

 R  88 G  64    326     202.86     94.495		0.33685805724445916 | 0.99

 R  88 G  65    324     206.32     81.197		0.33685805724445916 | 0.99

 R  88 G  66    332     208.86     90.021		0.33685805724445916 | 0.99

 R  88 G  67    328     210.18      84.85		0.33685805724445916 | 1.0

 R  88 G  68    334     212.24     81.741		0.31685805724445915 | 1.0

 R  88 G  69    328     202.34     89.498		0.32685805724445915 | 0.99

 R  88 G  70    332     199.58     90.244		0.33685805724445916 | 1.0

 R  88 G  71    328     180.84     83.193		0.30685805724445914 | 1.0

 R  88 G  72    330     205.22      88.53		0.32685805724445915 | 0.99

 R  88 G  73    328     207.82     87.072		0.29685805724445913 | 1.0

 R  88 G  74    332     190.78     88.264		0.33685805724445916 | 0.99

 R  88 G  75    330     204.76     90.945		0.33685805724445916 | 0.99

 R  88 G  76    326     182.74     87.026		0.29685805724445913 | 1.0

 R  88 G  77    326     204.42     83.305		0.32685805724445915 | 0.99

 R  88 G  78    326     192.78     94.493		0.29685805724445913 | 0.99

 R  88 G  79    336     201.48     97.826		0.33685805724445916 | 0.99

 R  88 G  80    330     213.08     89.546		0.31685805724445915 | 0.98

 R  88 G  81    330      199.7      92.64		0.2868580572444591 | 0.99

 R  88 G  82    336     209.84     90.545		0.2868580572444591 | 0.99

 R  88 G  83    328     192.78     87.656		0.2868580572444591 | 0.98

 R  88 G  84    332     208.12     83.021		0.31685805724445915 | 1.0

 R  88 G  85    328      184.7     95.609		0.2768580572444591 | 0.99

 R  88 G  86    328     203.84     93.586		0.2768580572444591 | 0.99

 R  88 G  87    330     222.28     80.623		0.2768580572444591 | 0.99

 R  88 G  88    324     205.14     84.114		0.32685805724445915 | 0.99

 R  88 G  89    328      208.9     85.059		0.31685805724445915 | 1.0

 R  88 G  90    334     198.28      95.75		0.32685805724445915 | 0.99

 R  88 G  91    328     208.42     86.862		0.32685805724445915 | 0.99

 R  88 G  92    328     194.86     92.738		0.32685805724445915 | 0.98

 R  88 G  93    328     201.78       90.3		0.30685805724445914 | 1.0

 R  88 G  94    328     181.34     93.569		0.30685805724445914 | 1.0

 R  88 G  95    324      211.5     83.728		0.3968580572444592 | 0.97

 R  88 G  96    328     198.96       89.9		0.30685805724445914 | 1.0

 R  88 G  97    334     202.66     87.137		0.33685805724445916 | 1.0

 R  88 G  98    332     200.18     95.903		0.31685805724445915 | 1.0

 R  88 G  99    328      197.6     92.104		0.30685805724445914 | 0.99

88    10###########       0.99 RawFitness
           0          0          350

 R  89 G   0    348     197.08     64.148		0.0299105787822026 | 0.9181074360495257

 R  89 G   1    348     217.18      62.03		0.030170449390466314 | 0.8689699320279701

 R  89 G   2    348      198.6     74.327		0.030170449390466314 | 0.8589699320279701

 R  89 G   3    350     201.62     72.812		0.030170449390466314 | 0.8589699320279701

 R  89 G   4    350      201.7     68.069		0.020170449390466312 | 0.8689699320279701

 R  89 G   5    340     214.16     63.307		0.15345653225409928 | 0.74004365693924

 R  89 G   6    322     201.32     72.373		0.4210575458932757 | 0.36437342860863653

 R  89 G   7    320      213.7     66.546		0.4210575458932757 | 0.36437342860863653

 R  89 G   8    320     206.38     69.408		0.4110575458932757 | 0.36437342860863653

 R  89 G   9    320     211.58     59.648		0.4110575458932757 | 0.36437342860863653

 R  89 G  10    324     191.22     68.866		0.4210575458932757 | 0.38437342860863655

 R  89 G  11    320     208.02     73.545		0.4210575458932757 | 0.37437342860863654

 R  89 G  12    318     198.36     71.424		0.4210575458932757 | 0.39437342860863656

 R  89 G  13    312     200.48     72.521		0.4310575458932757 | 0.36437342860863653

 R  89 G  14    314     210.52     71.773		0.4310575458932757 | 0.36437342860863653

 R  89 G  15    312     210.14     67.089		0.4310575458932757 | 0.36437342860863653

 R  89 G  16    318     199.18     81.917		0.4210575458932757 | 0.36437342860863653

 R  89 G  17    310     195.42     77.538		0.4310575458932757 | 0.36437342860863653

 R  89 G  18    314     202.32     77.369		0.4210575458932757 | 0.36437342860863653

 R  89 G  19    318     196.58     78.556		0.4310575458932757 | 0.3543734286086365

 R  89 G  20    316     211.58     78.132		0.4210575458932757 | 0.36437342860863653

 R  89 G  21    318      199.0     79.961		0.4210575458932757 | 0.36437342860863653

 R  89 G  22    322      196.5     83.435		0.4210575458932757 | 0.36437342860863653

 R  89 G  23    308     210.02     82.097		0.4210575458932757 | 0.36437342860863653

 R  89 G  24    308      202.7     91.837		0.5654969242128239 | 0.9039296309890494

 R  89 G  25    306     195.08     87.733		0.575496924212824 | 0.9439296309890495

 R  89 G  26    302     194.18     81.834		0.5454969242128239 | 0.9239296309890495

 R  89 G  27    306      208.6       77.4		0.575496924212824 | 0.9239296309890495

 R  89 G  28    312      215.5     85.867		0.5654969242128239 | 0.9039296309890494

 R  89 G  29    308     194.38     88.382		0.585496924212824 | 0.9539296309890495

 R  89 G  30    306     201.54     84.147		0.5654969242128239 | 0.9039296309890494

 R  89 G  31    306     210.36     77.795		0.5654969242128239 | 0.9139296309890494
